# LUCIA Four Log File
# Date: 2025-12-15 18:50:44
# Format: START ligne = config démarrage, DATA lignes = données en temps réel
#
=== LUCIA START ===
PID: Kp=2.50 Ki=0.09 Kd=0.00
Time(ms), Temp(C), Target(C), P, I, D, Power(%)
435306, 28.6, 28.2, -0.9, 3.7, 0.0, 2
440364, 28.9, 28.2, -1.7, 3.7, 0.0, 1
445426, 29.3, 28.2, -2.5, 3.7, 0.0, 1
450485, 29.7, 29.2, -0.8, 3.6, 0.0, 2
455544, 29.8, 29.2, -1.4, 3.6, 0.0, 2
460607, 30.1, 29.2, -2.4, 3.6, 0.0, 1
465667, 30.5, 29.2, -3.2, 3.5, 0.0, 0
470724, 30.8, 30.2, -1.3, 3.5, 0.0, 2
475788, 31.1, 30.2, -2.1, 3.4, 0.0, 1
480855, 31.4, 30.2, -2.9, 3.4, 0.0, 0
485914, 31.7, 31.2, -0.6, 3.4, 0.0, 2
490974, 31.7, 31.2, -1.2, 3.4, 0.0, 2
496037, 32.0, 31.2, -1.6, 3.3, 0.0, 1
501099, 32.2, 31.2, -2.4, 3.3, 0.0, 0
506152, 32.5, 32.2, -0.5, 3.3, 0.0, 2
511206, 32.6, 32.2, -1.3, 3.3, 0.0, 1
516260, 32.9, 32.2, -1.5, 3.2, 0.0, 1
521318, 33.1, 33.2, 0.4, 3.2, 0.0, 3
526371, 33.2, 33.2, 0.0, 3.2, 0.0, 3
531425, 33.4, 33.2, -0.4, 3.2, 0.0, 2
536480, 33.6, 33.2, -0.8, 3.2, 0.0, 2
541543, 33.7, 34.2, 1.1, 3.2, 0.0, 4
546610, 34.0, 34.2, 0.9, 3.2, 0.0, 4
551674, 34.1, 34.2, -0.1, 3.3, 0.0, 3
556739, 34.3, 35.2, 2.4, 3.3, 0.0, 5
561804, 34.6, 35.2, 1.6, 3.3, 0.0, 4
566870, 34.7, 35.2, 1.2, 3.3, 0.0, 4
571935, 34.9, 35.2, 0.8, 3.3, 0.0, 4
576996, 35.1, 36.2, 2.7, 3.4, 0.0, 6
582056, 35.2, 36.2, 2.7, 3.4, 0.0, 6
587118, 35.5, 36.2, 1.9, 3.5, 0.0, 5
592180, 35.6, 37.2, 3.9, 3.5, 0.0, 7
597242, 36.0, 37.2, 3.1, 3.6, 0.0, 6
602302, 36.2, 37.2, 2.5, 3.6, 0.0, 6
607363, 36.6, 37.2, 1.9, 3.7, 0.0, 5
612425, 36.8, 38.2, 3.8, 3.7, 0.0, 7
617487, 37.0, 38.2, 3.0, 3.8, 0.0, 6
622547, 37.0, 38.2, 2.6, 3.8, 0.0, 6
627608, 37.5, 39.2, 2.2, 3.9, 0.0, 6
632669, 37.8, 39.2, 4.0, 3.9, 0.0, 7
637731, 38.0, 39.2, 3.0, 4.0, 0.0, 7
642790, 38.4, 39.2, 2.0, 4.1, 0.0, 6
647848, 38.7, 40.2, 4.2, 4.1, 0.0, 8
652912, 39.0, 40.2, 3.2, 4.2, 0.0, 7
657977, 39.3, 40.2, 2.2, 4.2, 0.0, 6
663043, 39.5, 40.2, 1.6, 4.3, 0.0, 5
668110, 39.9, 41.2, 3.2, 4.3, 0.0, 7
673183, 40.3, 41.2, 2.6, 4.4, 0.0, 6
678254, 40.7, 41.2, 1.4, 4.4, 0.0, 5
683325, 40.8, 42.2, 3.5, 4.5, 0.0, 7
688399, 41.1, 42.2, 2.7, 4.5, 0.0, 7
693473, 41.4, 42.2, 1.8, 4.6, 0.0, 6
698542, 41.7, 42.2, 1.0, 4.6, 0.0, 5
703611, 42.1, 43.2, 2.7, 4.6, 0.0, 7
708679, 42.3, 43.2, 1.8, 4.7, 0.0, 6
713745, 42.7, 43.2, 1.0, 4.7, 0.0, 5
718813, 43.1, 44.2, 2.9, 4.7, 0.0, 7
723886, 43.4, 44.2, 2.2, 4.8, 0.0, 6
728957, 43.7, 44.2, 1.8, 4.8, 0.0, 6
734031, 44.1, 44.2, 0.7, 4.8, 0.0, 5
739109, 44.4, 45.2, 2.4, 4.9, 0.0, 7
744184, 44.7, 45.2, 1.6, 4.9, 0.0, 6
749258, 45.0, 45.2, 0.9, 4.9, 0.0, 5
754332, 45.3, 46.2, 2.6, 5.0, 0.0, 7
759405, 45.7, 46.2, 1.3, 5.0, 0.0, 6
764476, 45.9, 46.2, 0.9, 5.0, 0.0, 5
769547, 46.4, 46.2, 0.3, 5.0, 0.0, 5
774621, 46.6, 47.2, 1.7, 5.0, 0.0, 6
779695, 46.9, 47.2, 0.9, 5.1, 0.0, 5
784769, 47.1, 47.2, 0.4, 5.1, 0.0, 5
789844, 47.5, 48.2, 1.9, 5.1, 0.0, 7
794915, 47.7, 48.2, 1.3, 5.1, 0.0, 6
799984, 48.0, 48.2, 0.6, 5.1, 0.0, 5
805053, 48.3, 48.2, -0.1, 5.1, 0.0, 4
810124, 48.5, 49.2, 1.8, 5.2, 0.0, 6
815196, 48.8, 49.2, 1.2, 5.2, 0.0, 6
820270, 49.2, 49.2, 0.3, 5.2, 0.0, 5
825345, 49.5, 50.2, 1.8, 5.2, 0.0, 7
830411, 49.9, 50.2, 1.1, 5.2, 0.0, 6
835477, 50.1, 50.2, 0.5, 5.2, 0.0, 5
840541, 50.6, 50.2, -0.8, 5.2, 0.0, 4
845609, 50.6, 51.2, 1.7, 5.3, 0.0, 6
850676, 50.9, 51.2, 1.1, 5.3, 0.0, 6
855746, 51.2, 51.2, 0.0, 5.3, 0.0, 5
860818, 51.6, 52.2, -0.5, 5.3, 0.0, 4
865884, 51.8, 52.2, 1.4, 5.3, 0.0, 6
870946, 52.0, 52.2, 0.8, 5.3, 0.0, 6
876008, 52.4, 52.2, 0.1, 5.3, 0.0, 5
881070, 52.6, 53.2, 1.5, 5.4, 0.0, 6
886130, 52.7, 53.2, 1.3, 5.4, 0.0, 6
891190, 53.1, 53.2, 0.7, 5.4, 0.0, 6
896251, 53.4, 54.2, -0.2, 5.4, 0.0, 5
901320, 53.6, 54.2, 1.7, 5.4, 0.0, 7
906388, 53.9, 54.2, 1.2, 5.5, 0.0, 6
911459, 54.2, 54.2, 0.4, 5.5, 0.0, 5
916532, 54.4, 55.2, 2.2, 5.5, 0.0, 7
921603, 54.7, 55.2, 1.2, 5.5, 0.0, 6
926670, 55.0, 55.2, 0.7, 5.5, 0.0, 6
931737, 55.2, 56.2, 0.0, 5.5, 0.0, 5
936801, 55.5, 56.2, 1.9, 5.6, 0.0, 7
941869, 55.8, 56.2, 1.1, 5.6, 0.0, 6
946933, 56.0, 56.2, 0.6, 5.6, 0.0, 6
951999, 56.4, 57.2, 2.2, 5.6, 0.0, 7
957066, 56.5, 57.2, 1.6, 5.7, 0.0, 7
962135, 57.0, 57.2, 0.7, 5.7, 0.0, 6
967203, 57.0, 57.2, 0.5, 5.7, 0.0, 6
972267, 57.2, 58.2, 2.3, 5.8, 0.0, 8
977333, 57.6, 58.2, 1.5, 5.8, 0.0, 7
982397, 58.0, 58.2, 0.8, 5.8, 0.0, 6
987459, 58.2, 59.2, 2.6, 5.8, 0.0, 8
992522, 58.6, 59.2, 1.9, 5.9, 0.0, 7
997591, 58.8, 59.2, 1.1, 5.9, 0.0, 7
1002657, 59.0, 59.2, 0.6, 5.9, 0.0, 6
1007722, 59.2, 60.2, 2.5, 6.0, 0.0, 8
1012788, 59.5, 60.2, 1.8, 6.0, 0.0, 7
1017854, 59.8, 60.2, 1.0, 6.0, 0.0, 7
1022918, 60.2, 61.2, 2.5, 6.0, 0.0, 8
1027981, 60.4, 61.2, 2.5, 6.1, 0.0, 8
1033047, 60.8, 61.2, 1.4, 6.1, 0.0, 7
1038115, 61.0, 61.2, 0.5, 6.1, 0.0, 6
1043180, 61.3, 62.2, 2.2, 6.2, 0.0, 8
1048244, 61.6, 62.2, 1.7, 6.2, 0.0, 7
1053308, 61.7, 62.2, 1.0, 6.2, 0.0, 7
1058369, 62.2, 63.2, 2.9, 6.3, 0.0, 9
1063426, 62.4, 63.2, 2.0, 6.3, 0.0, 8
1068483, 62.8, 63.2, 1.3, 6.3, 0.0, 7
1073545, 62.9, 63.2, 0.7, 6.4, 0.0, 7
1078607, 63.3, 64.2, 2.1, 6.4, 0.0, 8
1083669, 63.6, 64.2, 1.6, 6.4, 0.0, 8
1088737, 63.8, 64.2, 1.0, 6.5, 0.0, 7
1093807, 64.1, 65.2, 0.4, 6.5, 0.0, 6
1098874, 64.4, 65.2, 1.9, 6.5, 0.0, 8
1103942, 64.6, 65.2, 1.2, 6.5, 0.0, 7
1109011, 65.0, 65.2, 0.7, 6.6, 0.0, 7
1114077, 65.3, 66.2, 2.5, 6.6, 0.0, 9
1119138, 65.6, 66.2, 1.9, 6.6, 0.0, 8
1124204, 65.8, 66.2, 1.0, 6.6, 0.0, 7
1129270, 66.2, 67.2, 2.6, 6.7, 0.0, 9
1134334, 66.5, 67.2, 1.9, 6.7, 0.0, 8
1139400, 66.8, 67.2, 1.2, 6.7, 0.0, 7
1144470, 67.1, 67.2, 0.3, 6.7, 0.0, 7
1149537, 67.4, 68.2, 2.0, 6.8, 0.0, 8
1154597, 67.6, 68.2, 1.1, 6.8, 0.0, 7
1159662, 68.0, 68.2, 0.8, 6.8, 0.0, 7
1164724, 68.3, 69.2, -0.1, 6.8, 0.0, 6
1169785, 68.7, 69.2, 1.3, 6.8, 0.0, 8
1174851, 68.8, 69.2, 1.0, 6.9, 0.0, 7
1179920, 69.3, 69.2, 0.6, 6.9, 0.0, 7
1184987, 69.3, 70.2, 2.2, 6.9, 0.0, 9
1190050, 69.7, 70.2, 1.2, 6.9, 0.0, 8
1195116, 70.1, 70.2, 0.6, 6.9, 0.0, 7
1200183, 70.4, 70.2, -0.0, 6.9, 0.0, 6
1205251, 70.5, 71.2, 1.7, 7.0, 0.0, 8
1210318, 70.8, 71.2, 1.0, 7.0, 0.0, 7
1215392, 71.1, 71.2, 0.5, 7.0, 0.0, 7
1220466, 71.4, 72.2, 2.5, 7.0, 0.0, 9
1225534, 71.7, 72.2, 1.6, 7.1, 0.0, 8
1230598, 71.8, 72.2, 0.7, 7.1, 0.0, 7
1235663, 72.1, 72.2, 0.3, 7.1, 0.0, 7
1240728, 72.4, 73.2, 1.9, 7.1, 0.0, 9
1245790, 72.8, 73.2, 1.0, 7.1, 0.0, 8
1250849, 73.0, 73.2, 0.7, 7.2, 0.0, 7
1255916, 73.3, 74.2, 2.5, 7.2, 0.0, 9
1260985, 73.5, 74.2, 2.2, 7.2, 0.0, 9
1266055, 73.9, 74.2, 0.7, 7.2, 0.0, 7
1271128, 74.0, 74.2, 0.4, 7.3, 0.0, 7
1276217, 74.3, 75.2, 2.5, 7.3, 0.0, 9
1281288, 74.6, 75.2, 1.7, 7.3, 0.0, 8
1286356, 74.9, 75.2, 0.8, 7.3, 0.0, 8
1291442, 75.1, 76.2, 2.7, 7.4, 0.0, 10
1296526, 75.6, 76.2, 2.2, 7.4, 0.0, 9
1301593, 75.8, 76.2, 1.2, 7.4, 0.0, 8
1306657, 76.1, 76.2, 0.7, 7.5, 0.0, 8
1311758, 76.4, 77.2, 2.1, 7.5, 0.0, 9
1316829, 76.6, 77.2, 1.6, 7.5, 0.0, 9
1321897, 77.0, 77.2, 0.7, 7.5, 0.0, 8
1326968, 77.3, 78.2, 2.3, 7.6, 0.0, 9
1332039, 77.6, 78.2, 1.6, 7.6, 0.0, 9
1337105, 77.9, 78.2, 1.1, 7.6, 0.0, 8
1342168, 78.1, 78.2, 0.6, 7.6, 0.0, 8
1347249, 78.3, 79.2, 2.2, 7.7, 0.0, 9
1352332, 78.6, 79.2, 1.9, 7.7, 0.0, 9
1357401, 78.8, 79.2, 0.8, 7.7, 0.0, 8
1362470, 79.3, 80.2, 2.8, 7.7, 0.0, 10
1367480, 79.4, 80.2, 2.1, 7.8, 0.0, 9
1372544, 79.7, 80.2, 1.4, 7.8, 0.0, 9
1377602, 80.0, 80.2, 0.6, 7.8, 0.0, 8
1382700, 80.4, 81.2, 2.3, 7.9, 0.0, 10
1387783, 80.7, 81.2, 1.5, 7.9, 0.0, 9
1392845, 80.9, 81.2, 0.8, 7.9, 0.0, 8
1397911, 81.2, 82.2, 2.8, 7.9, 0.0, 10
1402915, 81.3, 82.2, 2.2, 8.0, 0.0, 10
1407989, 81.8, 82.2, 1.4, 8.0, 0.0, 9
1413046, 82.2, 82.2, 0.9, 8.0, 0.0, 8
1418123, 82.4, 83.2, 2.3, 8.0, 0.0, 10
1423200, 82.7, 83.2, 1.3, 8.1, 0.0, 9
1428255, 82.9, 83.2, 0.6, 8.1, 0.0, 8
1433309, 83.3, 84.2, -0.2, 8.1, 0.0, 7
1438416, 83.5, 84.2, 1.9, 8.1, 0.0, 10
1443493, 83.8, 84.2, 1.0, 8.1, 0.0, 9
1448558, 84.1, 84.2, 0.4, 8.2, 0.0, 8
1453648, 84.4, 85.2, 2.2, 8.2, 0.0, 10
1458761, 84.7, 85.2, 1.5, 8.2, 0.0, 9
1463825, 85.0, 85.2, 0.8, 8.2, 0.0, 9
1468884, 85.3, 85.2, -0.2, 8.2, 0.0, 8
1474009, 85.6, 86.2, 1.9, 8.3, 0.0, 10
1479081, 85.7, 86.2, 1.4, 8.3, 0.0, 9
1484141, 86.1, 86.2, 0.3, 8.3, 0.0, 8
1489228, 86.4, 87.2, 2.2, 8.3, 0.0, 10
1494352, 86.7, 87.2, 1.2, 8.4, 0.0, 9
1499417, 87.0, 87.2, 0.5, 8.4, 0.0, 8
1504479, 87.3, 87.2, 0.2, 8.4, 0.0, 8
1509607, 87.6, 88.2, 1.8, 8.4, 0.0, 10
1514705, 87.9, 88.2, 1.0, 8.4, 0.0, 9
1519765, 88.1, 88.2, 0.3, 8.5, 0.0, 8
1524835, 88.4, 89.2, 2.1, 8.5, 0.0, 10
1529836, 88.7, 89.2, 1.9, 8.5, 0.0, 10
1534902, 88.9, 89.2, 0.9, 8.5, 0.0, 9
1539963, 89.1, 89.2, 0.1, 8.5, 0.0, 8
1545078, 89.4, 90.2, 1.9, 8.6, 0.0, 10
1550183, 89.7, 90.2, 1.2, 8.6, 0.0, 9
1555250, 90.0, 90.2, 0.5, 8.6, 0.0, 9
1560331, 90.4, 91.2, 2.0, 8.6, 0.0, 10
1565341, 90.6, 91.2, 1.9, 8.7, 0.0, 10
1570347, 90.9, 91.2, 1.1, 8.7, 0.0, 9
1575419, 91.1, 91.2, 0.3, 8.7, 0.0, 9
1580544, 91.5, 92.2, 1.9, 8.7, 0.0, 10
1585553, 91.7, 92.2, 1.3, 8.8, 0.0, 10
1590649, 92.0, 92.2, 0.8, 8.8, 0.0, 9
1595725, 92.1, 93.2, 2.5, 8.8, 0.0, 11
1600735, 92.5, 93.2, 1.9, 8.8, 0.0, 10
1605736, 92.8, 93.2, 1.1, 8.9, 0.0, 9
1610801, 93.1, 93.2, 0.4, 8.9, 0.0, 9
1615916, 93.3, 94.2, 2.4, 8.9, 0.0, 11
1620929, 93.6, 94.2, 1.6, 9.0, 0.0, 10
1626049, 94.0, 94.2, 0.9, 9.0, 0.0, 9
1631145, 94.2, 95.2, 2.7, 9.0, 0.0, 11
1636165, 94.4, 95.2, 2.2, 9.0, 0.0, 11
1641180, 94.8, 95.2, 1.2, 9.1, 0.0, 10
1646296, 95.2, 95.2, 0.7, 9.1, 0.0, 9
1651409, 95.3, 96.2, 2.5, 9.1, 0.0, 11
1656426, 95.6, 96.2, 1.9, 9.2, 0.0, 11
1661436, 95.9, 96.2, 0.9, 9.2, 0.0, 10
1666534, 96.2, 97.2, 2.5, 9.2, 0.0, 11
1671550, 96.4, 97.2, 2.0, 9.2, 0.0, 11
1676564, 96.7, 97.2, 1.5, 9.3, 0.0, 10
1681570, 97.1, 97.2, 0.7, 9.3, 0.0, 9
1686679, 97.2, 98.2, 2.2, 9.3, 0.0, 11
1691693, 97.6, 98.2, 1.7, 9.3, 0.0, 10
1696703, 97.9, 98.2, 1.0, 9.4, 0.0, 10
1701818, 98.2, 98.2, 0.5, 9.4, 0.0, 9
1706824, 98.4, 99.2, 2.0, 9.4, 0.0, 11
1711839, 98.7, 99.2, 1.3, 9.5, 0.0, 10
1716850, 99.2, 99.2, 0.7, 9.5, 0.0, 10
1721971, 99.4, 100.0, 1.4, 9.5, 0.0, 10
1727059, 99.8, 100.0, 0.7, 9.5, 0.0, 10
1732123, 100.1, 100.0, -0.3, 9.5, 0.0, 9
1737203, 100.5, 100.0, -1.2, 9.5, 0.0, 8
1742284, 100.7, 100.0, -1.8, 9.5, 0.0, 7
1747371, 100.9, 100.0, -2.4, 9.4, 0.0, 7
1752455, 101.2, 100.0, -2.9, 9.4, 0.0, 6
1757540, 101.5, 100.0, -3.7, 9.3, 0.0, 5
1762621, 101.7, 100.0, -4.1, 9.3, 0.0, 5
1767705, 102.0, 100.0, -4.8, 9.2, 0.0, 4
1772787, 102.0, 100.0, -5.4, 9.1, 0.0, 3
1777867, 102.4, 100.0, -5.9, 9.0, 0.0, 3
1782946, 102.4, 100.0, -6.3, 8.9, 0.0, 2
1788026, 102.7, 100.0, -6.6, 8.7, 0.0, 2
1793111, 102.8, 100.0, -6.9, 8.6, 0.0, 1
1798196, 102.9, 100.0, -7.2, 8.5, 0.0, 1
1803280, 103.0, 100.0, -7.6, 8.4, 0.0, 0
1808359, 103.1, 100.0, -7.4, 8.2, 0.0, 0
1813438, 103.2, 100.0, -7.9, 8.1, 0.0, 0
1818516, 103.2, 100.0, -7.9, 7.9, 0.0, 0
1823594, 103.2, 100.0, -8.4, 7.8, 0.0, 0
1828671, 103.2, 100.0, -8.1, 7.6, 0.0, 0
1833749, 103.4, 100.0, -7.9, 7.5, 0.0, 0
1838826, 103.2, 100.0, -7.9, 7.3, 0.0, 0
1843904, 103.2, 100.0, -7.9, 7.2, 0.0, 0
1848981, 103.2, 100.0, -7.8, 7.1, 0.0, 0
1854059, 103.0, 100.0, -7.8, 6.9, 0.0, 0
1859137, 103.0, 100.0, -7.6, 6.8, 0.0, 0
1864214, 102.8, 100.0, -6.9, 6.7, 0.0, 0
1869292, 102.6, 100.0, -6.6, 6.5, 0.0, 0
1874370, 102.6, 100.0, -6.1, 6.4, 0.0, 0
1879449, 102.5, 100.0, -6.3, 6.3, 0.0, 0
1884527, 102.2, 100.0, -5.6, 6.2, 0.0, 0
1889606, 102.2, 100.0, -5.3, 6.1, 0.0, 0
1894687, 102.0, 100.0, -5.1, 6.0, 0.0, 0
1899770, 101.8, 100.0, -4.4, 5.9, 0.0, 1
1904855, 101.8, 100.0, -4.4, 5.8, 0.0, 1
1909940, 101.6, 100.0, -3.9, 5.8, 0.0, 1
1915024, 101.3, 100.0, -3.4, 5.7, 0.0, 2
1920107, 101.2, 100.0, -3.1, 5.6, 0.0, 2
1925190, 101.1, 100.0, -2.6, 5.6, 0.0, 3
1930272, 100.8, 100.0, -2.1, 5.5, 0.0, 3
1935355, 100.7, 100.0, -1.9, 5.5, 0.0, 3
1940439, 100.7, 100.0, -1.8, 5.5, 0.0, 3
1945524, 100.4, 100.0, -0.9, 5.4, 0.0, 4
1950610, 100.3, 100.0, -0.9, 5.4, 0.0, 4
1955696, 100.2, 100.0, -0.6, 5.4, 0.0, 4
1960780, 100.1, 100.0, -0.3, 5.4, 0.0, 5
1965834, 100.0, 100.0, 0.0, 5.4, 0.0, 5
1970870, 100.0, 100.0, 0.6, 5.4, 0.0, 5
1975905, 99.7, 100.0, 1.2, 5.4, 0.0, 6
1980940, 99.6, 100.0, 1.0, 5.4, 0.0, 6
1985965, 99.7, 100.0, 1.0, 5.4, 0.0, 6
1990982, 99.4, 100.0, 1.4, 5.5, 0.0, 6
1996112, 99.4, 100.0, 1.7, 5.5, 0.0, 7
2001234, 99.4, 100.0, 1.9, 5.5, 0.0, 7
2006356, 99.3, 100.0, 1.7, 5.6, 0.0, 7
2011479, 99.3, 100.0, 1.9, 5.6, 0.0, 7
2016600, 99.3, 100.0, 2.0, 5.6, 0.0, 7
2021722, 99.3, 100.0, 1.9, 5.7, 0.0, 7
2026844, 99.2, 100.0, 2.0, 5.7, 0.0, 7
2031967, 99.2, 100.0, 2.0, 5.7, 0.0, 7
2036967, 99.1, 100.0, 2.0, 5.8, 0.0, 7
2041967, 99.2, 100.0, 2.0, 5.8, 0.0, 7
2047098, 99.2, 101.0, 2.2, 5.8, 0.0, 8
2052154, 99.1, 101.0, 4.7, 5.9, 0.0, 10
2057227, 99.2, 101.0, 4.7, 6.0, 0.0, 10
2062299, 99.3, 102.0, 6.9, 6.1, 0.0, 12
2067367, 99.3, 102.0, 6.9, 6.2, 0.0, 13
2072437, 99.3, 102.0, 6.7, 6.4, 0.0, 13
2077508, 99.4, 103.0, 9.0, 6.5, 0.0, 15
2082609, 99.6, 103.0, 8.6, 6.7, 0.0, 15
2087728, 99.7, 103.0, 8.7, 6.8, 0.0, 15
2092850, 100.0, 104.0, 10.5, 7.0, 0.0, 17
2097974, 100.1, 104.0, 10.1, 7.2, 0.0, 17
2103098, 100.2, 104.0, 9.4, 7.4, 0.0, 16
2108217, 100.6, 105.0, 11.2, 7.5, 0.0, 18
2113336, 100.8, 105.0, 10.7, 7.8, 0.0, 18
2118456, 101.1, 106.0, 9.7, 8.0, 0.0, 17
2123575, 101.4, 106.0, 11.5, 8.2, 0.0, 19
2128696, 101.8, 106.0, 10.9, 8.4, 0.0, 19
2133811, 102.1, 107.0, 12.4, 8.6, 0.0, 20
2138925, 102.6, 107.0, 11.3, 8.8, 0.0, 20
2144045, 103.0, 107.0, 10.1, 9.0, 0.0, 19
2149160, 103.4, 108.0, 11.3, 9.2, 0.0, 20
2154275, 104.0, 108.0, 10.6, 9.4, 0.0, 19
2159395, 104.5, 108.0, 8.8, 9.6, 0.0, 18
2164512, 104.9, 109.0, 10.3, 9.7, 0.0, 20
2169635, 105.4, 109.0, 9.1, 9.9, 0.0, 19
2174758, 106.1, 109.0, 8.0, 10.1, 0.0, 18
2179884, 106.5, 110.0, 8.8, 10.2, 0.0, 19
2185009, 107.1, 110.0, 7.3, 10.4, 0.0, 17
2190135, 107.8, 111.0, 6.0, 10.5, 0.0, 16
2195260, 108.2, 111.0, 6.9, 10.6, 0.0, 17
2200389, 108.9, 111.0, 5.6, 10.7, 0.0, 16
2205518, 109.4, 112.0, 6.4, 10.8, 0.0, 17
2210644, 109.9, 112.0, 5.3, 10.9, 0.0, 16
2215769, 110.5, 112.0, 3.8, 11.0, 0.0, 14
2220895, 111.1, 113.0, 4.9, 11.1, 0.0, 15
2226021, 111.6, 113.0, 3.4, 11.2, 0.0, 14
2231143, 112.2, 113.0, 2.1, 11.2, 0.0, 13
2236267, 112.6, 114.0, 3.3, 11.3, 0.0, 14
2241394, 113.3, 114.0, 1.7, 11.3, 0.0, 12
2246520, 113.8, 114.0, 0.5, 11.3, 0.0, 11
2251649, 114.4, 115.0, 1.9, 11.3, 0.0, 13
2256774, 114.8, 115.0, 0.9, 11.4, 0.0, 12
2261903, 115.4, 115.0, -0.5, 11.4, 0.0, 10
2267026, 115.7, 116.0, 0.7, 11.4, 0.0, 12
2272154, 116.2, 116.0, -0.3, 11.4, 0.0, 11
2277255, 116.7, 117.0, -1.4, 11.4, 0.0, 9
2282379, 117.2, 117.0, -0.4, 11.4, 0.0, 11
2287504, 117.6, 117.0, -1.5, 11.4, 0.0, 9
2292570, 117.9, 118.0, 0.4, 11.3, 0.0, 11
2297695, 118.4, 118.0, -0.6, 11.3, 0.0, 10
2302796, 118.8, 118.0, -1.9, 11.3, 0.0, 9
2307883, 119.1, 119.0, -0.2, 11.3, 0.0, 11
2313010, 119.5, 119.0, -0.8, 11.3, 0.0, 10
2318076, 119.8, 119.0, -1.8, 11.2, 0.0, 9
2323160, 120.2, 120.0, -0.6, 11.2, 0.0, 10
2328276, 120.5, 120.0, -1.3, 11.2, 0.0, 9
2333326, 120.9, 120.0, -2.2, 11.2, 0.0, 9
2338435, 121.3, 121.0, -0.6, 11.2, 0.0, 10
2343552, 121.5, 121.0, -1.2, 11.1, 0.0, 9
2348601, 121.8, 122.0, -1.9, 11.1, 0.0, 9
2353709, 122.1, 122.0, -0.0, 11.1, 0.0, 11
2358825, 122.3, 122.0, -0.7, 11.1, 0.0, 10
2363913, 122.7, 123.0, 1.0, 11.1, 0.0, 12
2369034, 122.9, 123.0, 0.2, 11.1, 0.0, 11
2374155, 123.2, 123.0, -0.3, 11.1, 0.0, 10
2379274, 123.3, 124.0, 1.6, 11.1, 0.0, 12
2384396, 123.7, 124.0, 1.0, 11.1, 0.0, 12
