# LUCIA Four Log File
# Date: 2025-12-15 18:50:44
# Format: START ligne = config démarrage, DATA lignes = données en temps réel
#
=== LUCIA START ===
PID: Kp=2.50 Ki=0.09 Kd=0.00
Time(ms), Temp(C), Target(C), P, I, D, Power(%)
4574312, 271.3, 276.0, 11.7, 28.1, 0.0, 39
4579337, 272.8, 276.0, 8.9, 28.2, 0.0, 37
4584364, 273.9, 277.0, 8.0, 28.4, 0.0, 36
4589394, 275.0, 277.0, 5.0, 28.5, 0.0, 33
4594420, 276.1, 277.0, 2.4, 28.6, 0.0, 30
4599445, 277.2, 278.0, 2.0, 28.6, 0.0, 30
4604466, 278.3, 278.0, -0.4, 28.6, 0.0, 28
4609491, 279.3, 279.0, -2.8, 28.6, 0.0, 25
4614514, 280.2, 279.0, -3.0, 28.5, 0.0, 25
4619540, 281.1, 279.0, -4.9, 28.5, 0.0, 23
4624563, 281.9, 280.0, -4.9, 28.4, 0.0, 23
4629579, 282.8, 280.0, -6.9, 28.2, 0.0, 21
4634598, 283.5, 280.0, -8.4, 28.1, 0.0, 19
4639623, 284.2, 281.0, -7.6, 27.9, 0.0, 20
4644648, 284.8, 281.0, -9.0, 27.8, 0.0, 18
4649677, 285.2, 281.0, -10.5, 27.6, 0.0, 17
4654703, 285.8, 282.0, -9.5, 27.4, 0.0, 17
4659730, 286.2, 282.0, -10.3, 27.3, 0.0, 17
4664755, 286.5, 282.0, -11.3, 27.0, 0.0, 15
4669782, 287.0, 283.0, -9.9, 26.8, 0.0, 16
4674807, 287.2, 283.0, -10.3, 26.7, 0.0, 16
4679834, 287.5, 283.0, -11.0, 26.5, 0.0, 15
4684862, 287.7, 284.0, -9.2, 26.3, 0.0, 17
4689889, 287.9, 284.0, -9.7, 26.1, 0.0, 16
4694916, 288.1, 284.0, -10.3, 25.9, 0.0, 15
4699940, 288.2, 285.0, -7.9, 25.8, 0.0, 17
4704968, 288.3, 285.0, -8.1, 25.7, 0.0, 17
4709995, 288.3, 285.0, -8.1, 25.5, 0.0, 17
4715022, 288.4, 286.0, -6.1, 25.4, 0.0, 19
4720048, 288.5, 286.0, -6.2, 25.3, 0.0, 19
4725072, 288.5, 287.0, -6.2, 25.2, 0.0, 19
4730099, 288.6, 287.0, -4.0, 25.1, 0.0, 21
4735121, 288.6, 287.0, -4.0, 25.0, 0.0, 21
4740143, 288.7, 288.0, -1.7, 25.0, 0.0, 23
4745162, 288.7, 288.0, -1.9, 24.9, 0.0, 23
4750181, 288.9, 288.0, -2.1, 24.9, 0.0, 22
4755202, 288.9, 289.0, 0.4, 24.9, 0.0, 25
4760226, 289.0, 289.0, -0.0, 24.9, 0.0, 24
4765252, 289.1, 289.0, -0.4, 24.9, 0.0, 24
4770278, 289.2, 290.0, 1.9, 24.9, 0.0, 26
4775302, 289.4, 290.0, 1.5, 24.9, 0.0, 26
4780324, 289.5, 290.0, 1.1, 24.9, 0.0, 26
4785348, 289.7, 291.0, 3.3, 25.0, 0.0, 28
4790373, 289.8, 291.0, 2.9, 25.1, 0.0, 27
4795401, 290.1, 291.0, 2.2, 25.1, 0.0, 27
4800423, 290.3, 292.0, 4.1, 25.2, 0.0, 29
4805445, 290.5, 292.0, 4.0, 25.2, 0.0, 29
4810466, 290.8, 292.0, 2.7, 25.3, 0.0, 28
4815488, 291.1, 293.0, 4.7, 25.4, 0.0, 30
4820510, 291.5, 293.0, 4.0, 25.4, 0.0, 29
4825530, 291.7, 294.0, 3.1, 25.5, 0.0, 28
4830551, 292.1, 294.0, 4.6, 25.6, 0.0, 30
4835573, 292.6, 294.0, 4.0, 25.7, 0.0, 29
4840597, 292.8, 295.0, 5.5, 25.8, 0.0, 31
4845619, 293.2, 295.0, 4.7, 25.8, 0.0, 30
4850642, 293.6, 295.0, 3.5, 25.9, 0.0, 29
4855668, 294.0, 296.0, 5.0, 26.0, 0.0, 30
4860691, 294.4, 296.0, 4.2, 26.1, 0.0, 30
4865715, 294.8, 296.0, 3.1, 26.1, 0.0, 29
4870739, 295.2, 297.0, 4.4, 26.2, 0.0, 30
4875765, 295.6, 297.0, 3.5, 26.3, 0.0, 29
4880792, 296.1, 297.0, 2.5, 26.3, 0.0, 28
4885815, 296.4, 298.0, 3.8, 26.4, 0.0, 30
4890841, 297.0, 298.0, 2.7, 26.4, 0.0, 29
4895864, 297.5, 298.0, 1.3, 26.5, 0.0, 27
4900889, 297.8, 299.0, 3.2, 26.5, 0.0, 29
4905915, 298.2, 299.0, 2.2, 26.6, 0.0, 28
4910939, 298.6, 299.0, 0.9, 26.6, 0.0, 27
4915964, 298.9, 300.0, 2.5, 26.6, 0.0, 29
4920986, 299.4, 300.0, 1.5, 26.7, 0.0, 28
4926009, 299.8, 300.0, 0.6, 26.7, 0.0, 27
4931032, 300.2, 301.0, 2.0, 26.7, 0.0, 28
4936057, 300.7, 301.0, 0.7, 26.7, 0.0, 27
4941085, 301.0, 302.0, -0.1, 26.7, 0.0, 26
4946107, 301.5, 302.0, 1.3, 26.8, 0.0, 28
4951128, 301.9, 302.0, 0.3, 26.8, 0.0, 27
4956147, 302.2, 303.0, 2.0, 26.8, 0.0, 28
4961166, 302.6, 303.0, 0.9, 26.8, 0.0, 27
4966189, 303.1, 303.0, 0.0, 26.8, 0.0, 26
4971209, 303.3, 304.0, 1.7, 26.8, 0.0, 28
4976235, 303.7, 304.0, 0.6, 26.9, 0.0, 27
4981264, 304.2, 304.0, -0.3, 26.9, 0.0, 26
4986290, 304.5, 305.0, 1.4, 26.9, 0.0, 28
4991315, 304.8, 305.0, 0.5, 26.9, 0.0, 27
4996342, 305.2, 305.0, -0.6, 26.9, 0.0, 26
5001367, 305.5, 306.0, 1.1, 26.9, 0.0, 27
5006395, 305.9, 306.0, 0.6, 26.9, 0.0, 27
5011422, 306.2, 306.0, -0.5, 26.9, 0.0, 26
5016448, 306.6, 307.0, 1.0, 26.9, 0.0, 27
5021478, 306.8, 307.0, 0.5, 26.9, 0.0, 27
5026507, 307.2, 307.0, -0.4, 26.9, 0.0, 26
5031531, 307.5, 308.0, 1.1, 27.0, 0.0, 28
5036555, 307.8, 308.0, 0.6, 27.0, 0.0, 27
5041581, 308.1, 309.0, -0.4, 27.0, 0.0, 26
5046604, 308.4, 309.0, 1.4, 27.0, 0.0, 28
5051631, 308.7, 309.0, 0.6, 27.0, 0.0, 27
5056661, 309.2, 310.0, 2.0, 27.0, 0.0, 29
5061688, 309.4, 310.0, 1.4, 27.1, 0.0, 28
5066718, 309.8, 310.0, 0.7, 27.1, 0.0, 27
5071749, 310.1, 311.0, 2.3, 27.1, 0.0, 29
5076776, 310.5, 311.0, 1.5, 27.1, 0.0, 28
5081806, 310.8, 311.0, 0.6, 27.1, 0.0, 27
5086837, 311.1, 312.0, 2.6, 27.2, 0.0, 29
<<< PROGRAMME ARRETE >>>
Temperature finale: 311.3C
---
>>> PROGRAMME DEMARRE <<<
Temperature initiale: 296.3C
PID: Kp=2.50 Ki=0.09 Kd=0.00
Phase detectee: 2
---
5225475, 296.3, 296.3, 1.9, 27.2, 0.0, 0
5230524, 295.3, 296.3, 1.9, 0.0, 0.0, 1
5235617, 294.5, 297.3, 6.8, 0.1, 0.0, 6
5240742, 293.5, 298.3, 11.6, 0.3, 0.0, 11
5245769, 292.8, 299.3, 16.0, 0.5, 0.0, 16
5250795, 292.0, 300.3, 20.7, 0.9, 0.0, 21
5255813, 291.3, 301.3, 25.0, 1.3, 0.0, 26
5260836, 290.6, 301.3, 26.5, 1.7, 0.0, 28
5265855, 290.1, 302.3, 30.4, 2.3, 0.0, 32
5270874, 289.6, 303.3, 33.7, 2.8, 0.0, 36
5275898, 289.3, 304.3, 37.0, 3.5, 0.0, 40
5280928, 289.1, 305.3, 40.5, 4.2, 0.0, 44
5285957, 289.0, 306.3, 40.6, 4.9, 0.0, 45
5290980, 289.2, 306.3, 42.8, 5.7, 0.0, 48
5296008, 289.3, 307.3, 44.9, 6.6, 0.0, 51
5301032, 289.7, 308.3, 46.7, 7.3, 0.0, 53
5306054, 290.3, 309.3, 47.7, 8.3, 0.0, 55
5311079, 290.8, 310.3, 48.8, 9.0, 0.0, 57
5316107, 291.7, 311.3, 46.7, 9.9, 0.0, 56
5321131, 292.5, 311.3, 46.7, 10.9, 0.0, 57
5326152, 293.5, 312.3, 47.2, 11.6, 0.0, 58
5331176, 294.6, 313.3, 46.9, 12.5, 0.0, 59
5336201, 295.7, 314.3, 46.3, 13.5, 0.0, 59
5341229, 297.2, 315.3, 45.6, 14.2, 0.0, 59
5346256, 298.5, 316.3, 44.6, 15.0, 0.0, 59
5351283, 299.9, 316.3, 41.8, 15.7, 0.0, 57
5356312, 301.4, 317.3, 40.3, 16.5, 0.0, 56
5361337, 302.8, 318.3, 39.0, 17.3, 0.0, 56
5366366, 304.3, 319.3, 38.1, 17.9, 0.0, 56
5371396, 305.9, 320.3, 36.4, 18.6, 0.0, 54
5376422, 307.3, 321.3, 34.9, 19.3, 0.0, 54
5381450, 309.1, 321.3, 31.1, 19.8, 0.0, 50
5386475, 310.5, 322.3, 29.4, 20.4, 0.0, 49
5391500, 312.2, 323.3, 28.7, 20.9, 0.0, 49
5396528, 313.7, 324.3, 26.8, 21.4, 0.0, 48
5401559, 315.4, 325.3, 24.9, 21.9, 0.0, 46
5406588, 316.8, 326.3, 24.3, 22.3, 0.0, 46
5411617, 318.4, 327.3, 20.2, 22.7, 0.0, 42
5416646, 319.8, 327.3, 18.5, 23.1, 0.0, 41
5421674, 321.3, 328.3, 18.2, 23.4, 0.0, 41
5426703, 322.6, 329.3, 16.7, 23.7, 0.0, 40
5431730, 324.0, 330.3, 16.3, 24.0, 0.0, 40
5436754, 325.2, 331.3, 15.5, 24.3, 0.0, 39
5441778, 326.6, 332.3, 14.3, 24.6, 0.0, 38
5446799, 327.8, 332.3, 11.6, 24.8, 0.0, 36
5451820, 329.0, 333.3, 11.0, 25.0, 0.0, 35
5456843, 330.1, 334.3, 10.3, 25.2, 0.0, 35
5461869, 331.4, 335.3, 10.3, 25.3, 0.0, 35
5466891, 332.3, 336.3, 10.0, 25.5, 0.0, 35
5471911, 333.3, 337.3, 7.7, 25.7, 0.0, 33
5476937, 334.3, 337.3, 7.6, 25.8, 0.0, 33
5481960, 335.3, 338.3, 7.6, 26.0, 0.0, 33
5486984, 336.2, 339.3, 8.4, 26.1, 0.0, 34
5492009, 336.9, 340.3, 8.5, 26.3, 0.0, 34
5497037, 337.7, 341.3, 8.8, 26.4, 0.0, 35
5502066, 338.6, 342.3, 6.8, 26.5, 0.0, 33
5507095, 339.3, 342.3, 7.6, 26.7, 0.0, 34
5512123, 340.2, 343.3, 8.0, 26.8, 0.0, 34
5517154, 340.8, 344.3, 8.8, 27.0, 0.0, 35
5522185, 341.5, 345.3, 9.2, 27.2, 0.0, 36
5527212, 342.3, 346.3, 10.3, 27.3, 0.0, 37
5532238, 342.9, 347.3, 11.0, 27.5, 0.0, 38
5537267, 343.6, 347.3, 9.1, 27.7, 0.0, 36
5542295, 344.4, 348.3, 10.1, 27.9, 0.0, 37
5547327, 345.0, 349.3, 10.6, 28.1, 0.0, 38
5552355, 345.8, 350.3, 11.4, 28.3, 0.0, 39
5557386, 346.4, 351.3, 12.2, 28.5, 0.0, 40
5562419, 347.2, 352.3, 12.9, 28.7, 0.0, 41
5567452, 347.9, 352.3, 11.2, 28.9, 0.0, 40
5572485, 348.6, 353.3, 11.6, 29.2, 0.0, 40
5577520, 349.3, 354.3, 12.4, 29.4, 0.0, 41
5582552, 350.1, 355.3, 13.4, 29.6, 0.0, 42
5587579, 350.9, 356.3, 13.2, 29.9, 0.0, 43
5592607, 351.7, 357.3, 14.2, 30.1, 0.0, 44
5597634, 352.5, 358.3, 12.4, 30.3, 0.0, 42
5602659, 353.3, 358.3, 12.6, 30.6, 0.0, 43
5607690, 354.1, 359.3, 13.0, 30.8, 0.0, 43
5612720, 355.0, 360.3, 13.5, 31.1, 0.0, 44
5617751, 355.8, 361.3, 13.7, 31.3, 0.0, 44
5622784, 356.6, 362.3, 14.4, 31.5, 0.0, 45
5627814, 357.5, 363.3, 12.0, 31.8, 0.0, 43
5632843, 358.3, 363.3, 12.6, 32.0, 0.0, 44
5637876, 359.2, 364.3, 12.8, 32.2, 0.0, 45
5642908, 360.2, 365.3, 13.0, 32.5, 0.0, 45
5647935, 361.0, 366.3, 13.5, 32.7, 0.0, 46
5652964, 361.9, 367.3, 14.0, 32.9, 0.0, 46
5657991, 362.9, 368.3, 13.4, 33.2, 0.0, 46
5663015, 363.7, 368.3, 11.6, 33.4, 0.0, 44
5668045, 364.6, 369.3, 11.9, 33.6, 0.0, 45
5673072, 365.5, 370.3, 12.5, 33.8, 0.0, 46
5678102, 366.4, 371.3, 12.2, 34.1, 0.0, 46
5683132, 367.3, 372.3, 12.4, 34.3, 0.0, 46
5688158, 368.2, 373.3, 10.3, 34.5, 0.0, 44
5693185, 369.0, 373.3, 10.6, 34.7, 0.0, 45
5698216, 370.1, 374.3, 10.4, 34.9, 0.0, 45
5703250, 371.0, 375.3, 11.0, 35.1, 0.0, 46
5708284, 371.9, 376.3, 11.1, 35.3, 0.0, 46
5713315, 372.9, 377.3, 11.5, 35.5, 0.0, 46
5718349, 373.7, 378.3, 11.4, 35.7, 0.0, 47
5723383, 374.6, 378.3, 9.2, 35.9, 0.0, 45
5728415, 375.6, 379.3, 9.5, 36.0, 0.0, 45
5733444, 376.4, 380.3, 9.8, 36.2, 0.0, 46
5738475, 377.3, 381.3, 9.9, 36.4, 0.0, 46
5743503, 378.2, 382.3, 10.3, 36.6, 0.0, 46
5748531, 379.1, 383.3, 10.4, 36.8, 0.0, 47
5753556, 380.0, 384.3, 8.3, 36.9, 0.0, 45
5758586, 380.9, 384.3, 8.5, 37.1, 0.0, 45
5763613, 381.9, 385.3, 8.6, 37.3, 0.0, 45
5768637, 382.8, 386.3, 8.9, 37.4, 0.0, 46
5773664, 383.6, 387.3, 9.2, 37.6, 0.0, 46
5778693, 384.5, 388.3, 9.4, 37.8, 0.0, 47
5783717, 385.4, 389.3, 7.5, 37.9, 0.0, 45
5788746, 386.3, 389.3, 7.8, 38.0, 0.0, 45
5793776, 387.1, 390.3, 8.2, 38.2, 0.0, 46
5798806, 388.0, 391.3, 8.6, 38.3, 0.0, 46
5803836, 388.8, 392.3, 8.8, 38.5, 0.0, 47
5808866, 389.6, 393.3, 9.0, 38.6, 0.0, 47
5813895, 390.6, 394.3, 7.3, 38.8, 0.0, 46
5818929, 391.3, 394.3, 7.3, 38.9, 0.0, 46
5823958, 392.4, 395.3, 7.7, 39.1, 0.0, 46
5828984, 393.2, 396.3, 8.1, 39.2, 0.0, 47
5834014, 394.0, 397.3, 8.3, 39.4, 0.0, 47
5839046, 394.8, 398.3, 8.9, 39.5, 0.0, 48
5844076, 395.6, 399.3, 9.2, 39.7, 0.0, 48
5849108, 396.6, 399.3, 7.0, 39.8, 0.0, 46
5854140, 397.4, 400.3, 7.4, 39.9, 0.0, 47
5859174, 398.2, 401.3, 7.6, 40.1, 0.0, 47
5864207, 399.1, 402.3, 8.0, 40.2, 0.0, 48
5869239, 399.9, 403.3, 8.6, 40.4, 0.0, 49
5874270, 400.6, 404.3, 6.6, 40.5, 0.0, 47
5879306, 401.6, 404.3, 7.0, 40.7, 0.0, 47
5884337, 402.5, 405.3, 7.2, 40.8, 0.0, 48
5889367, 403.3, 406.3, 7.6, 40.9, 0.0, 48
5894398, 404.1, 407.3, 7.9, 41.1, 0.0, 49
5899432, 405.0, 408.3, 8.1, 41.2, 0.0, 49
5904465, 405.8, 409.3, 9.1, 41.4, 0.0, 50
5909501, 406.6, 410.3, 6.7, 41.5, 0.0, 48
5914535, 407.5, 410.3, 7.1, 41.6, 0.0, 48
5919571, 408.3, 411.3, 7.6, 41.8, 0.0, 49
5924606, 409.1, 412.3, 7.8, 41.9, 0.0, 49
5929643, 409.9, 413.3, 8.4, 42.1, 0.0, 50
5934676, 410.8, 414.3, 9.0, 42.2, 0.0, 51
5939717, 411.5, 415.3, 9.4, 42.4, 0.0, 51
5944750, 412.5, 415.3, 7.3, 42.5, 0.0, 49
5949784, 413.3, 416.3, 7.8, 42.7, 0.0, 50
5954819, 414.1, 417.3, 8.0, 42.8, 0.0, 50
5959855, 415.0, 418.3, 8.5, 43.0, 0.0, 51
5964890, 415.9, 419.3, 8.7, 43.1, 0.0, 51
5969926, 416.8, 420.3, 6.5, 43.2, 0.0, 49
5974959, 417.6, 420.3, 6.8, 43.4, 0.0, 50
5979988, 418.4, 421.3, 7.1, 43.5, 0.0, 50
5985019, 419.3, 422.3, 7.7, 43.7, 0.0, 51
5990049, 420.2, 423.3, 7.8, 43.8, 0.0, 51
5995080, 421.0, 424.3, 8.3, 43.9, 0.0, 52
6000112, 421.9, 425.3, 5.9, 44.1, 0.0, 49
6005143, 422.8, 425.3, 6.2, 44.2, 0.0, 50
6010172, 423.6, 426.3, 6.7, 44.3, 0.0, 50
6015206, 424.7, 427.3, 6.9, 44.5, 0.0, 51
6020237, 425.3, 428.3, 7.4, 44.6, 0.0, 51
6025265, 426.3, 429.3, 7.6, 44.7, 0.0, 52
6030297, 427.1, 430.3, 8.1, 44.8, 0.0, 52
6035323, 427.9, 430.3, 6.0, 44.9, 0.0, 50
6040353, 429.0, 431.3, 6.1, 45.1, 0.0, 51
6045384, 429.8, 432.3, 6.5, 45.2, 0.0, 51
6050411, 430.6, 433.3, 7.0, 45.3, 0.0, 52
6055442, 431.3, 434.3, 7.1, 45.4, 0.0, 52
6060472, 432.2, 435.3, 7.6, 45.6, 0.0, 53
6065500, 433.0, 436.3, 5.6, 45.7, 0.0, 51
6070529, 433.9, 436.3, 6.1, 45.8, 0.0, 51
6075560, 434.8, 437.3, 6.5, 45.9, 0.0, 52
6080589, 435.7, 438.3, 6.4, 46.0, 0.0, 52
6085620, 436.6, 439.3, 6.9, 46.2, 0.0, 53
6090652, 437.3, 440.3, 7.2, 46.3, 0.0, 53
6095685, 438.3, 441.3, 5.0, 46.4, 0.0, 51
6100720, 439.0, 441.3, 5.6, 46.5, 0.0, 52
6105753, 439.9, 442.3, 6.1, 46.6, 0.0, 52
6110787, 440.8, 443.3, 6.5, 46.7, 0.0, 53
6115822, 441.6, 444.3, 6.8, 46.8, 0.0, 53
6120857, 442.5, 445.3, 7.3, 47.0, 0.0, 54
6125891, 443.3, 446.3, 7.4, 47.1, 0.0, 54
6130927, 444.1, 446.3, 5.4, 47.2, 0.0, 52
6135963, 445.0, 447.3, 5.8, 47.3, 0.0, 53
6141000, 445.8, 448.3, 6.3, 47.4, 0.0, 53
6146037, 446.7, 449.3, 6.9, 47.5, 0.0, 54
6151077, 447.4, 450.3, 7.0, 47.7, 0.0, 54
6156112, 448.2, 451.3, 5.1, 47.8, 0.0, 52
6161150, 449.0, 451.3, 5.7, 47.9, 0.0, 53
6166185, 449.8, 452.3, 6.1, 48.0, 0.0, 54
6171219, 450.6, 453.3, 6.5, 48.1, 0.0, 54
6176256, 451.5, 454.3, 6.9, 48.3, 0.0, 55
6181289, 452.4, 455.3, 7.1, 48.4, 0.0, 55
6186322, 453.3, 456.3, 7.6, 48.5, 0.0, 56
6191357, 454.1, 456.3, 5.5, 48.6, 0.0, 54
6196393, 455.0, 457.3, 5.8, 48.7, 0.0, 54
6201430, 455.9, 458.3, 6.3, 48.9, 0.0, 55
6206467, 456.7, 459.3, 6.6, 49.0, 0.0, 55
6211506, 457.6, 460.3, 6.8, 49.1, 0.0, 55
6216541, 458.4, 461.3, 7.1, 49.2, 0.0, 56
6221580, 459.3, 462.3, 4.8, 49.3, 0.0, 54
6226612, 460.2, 462.3, 5.6, 49.4, 0.0, 55
6231644, 461.0, 463.3, 5.6, 49.5, 0.0, 55
6236677, 461.8, 464.3, 6.1, 49.6, 0.0, 55
6241710, 462.8, 465.3, 6.5, 49.8, 0.0, 56
6246742, 463.6, 466.3, 6.9, 49.9, 0.0, 56
6251776, 464.4, 467.3, 4.7, 50.0, 0.0, 54
6256809, 465.3, 467.3, 4.9, 50.1, 0.0, 54
6261841, 466.1, 468.3, 5.4, 50.2, 0.0, 55
6266875, 467.0, 469.3, 5.9, 50.3, 0.0, 56
6271908, 467.9, 470.3, 5.9, 50.4, 0.0, 56
6276941, 468.8, 471.3, 6.3, 50.5, 0.0, 56
6281977, 469.5, 472.3, 4.3, 50.6, 0.0, 54
6287011, 470.5, 472.3, 4.8, 50.7, 0.0, 55
6292050, 471.3, 473.3, 5.0, 50.8, 0.0, 55
6297089, 472.2, 474.3, 5.3, 50.9, 0.0, 56
6302127, 473.0, 475.3, 5.8, 51.0, 0.0, 56
6307165, 473.7, 476.3, 6.2, 51.1, 0.0, 57
6312206, 474.7, 477.3, 6.5, 51.2, 0.0, 57
6317245, 475.5, 477.3, 4.5, 51.3, 0.0, 55
6322280, 476.3, 478.3, 4.7, 51.4, 0.0, 56
6327317, 477.2, 479.3, 5.1, 51.5, 0.0, 56
6332351, 478.0, 480.3, 5.6, 51.6, 0.0, 57
6337385, 478.9, 481.3, 6.0, 51.7, 0.0, 57
6342421, 479.7, 482.3, 6.5, 51.8, 0.0, 58
6347448, 480.4, 482.3, 4.7, 51.9, 0.0, 56
6352478, 481.2, 483.3, 5.0, 52.0, 0.0, 56
6357509, 482.1, 484.3, 5.6, 52.1, 0.0, 57
6362540, 482.9, 485.3, 6.0, 52.2, 0.0, 58
6367569, 483.8, 486.3, 6.4, 52.3, 0.0, 58
6372601, 484.6, 487.3, 6.9, 52.4, 0.0, 59
6377633, 485.4, 488.3, 4.7, 52.5, 0.0, 57
6382665, 486.2, 488.3, 5.1, 52.6, 0.0, 57
6387697, 487.0, 489.3, 5.6, 52.7, 0.0, 58
6392729, 487.9, 490.3, 6.0, 52.9, 0.0, 58
6397763, 488.8, 491.3, 6.3, 53.0, 0.0, 59
6402800, 489.6, 492.3, 6.9, 53.1, 0.0, 59
6407834, 490.4, 493.3, 7.0, 53.2, 0.0, 60
6412866, 491.3, 493.3, 5.1, 53.3, 0.0, 58
6417900, 492.1, 494.3, 5.5, 53.4, 0.0, 58
6422933, 492.9, 495.3, 5.9, 53.5, 0.0, 59
6427966, 493.8, 496.3, 6.3, 53.6, 0.0, 59
6433001, 494.6, 497.3, 6.5, 53.7, 0.0, 60
6438036, 495.5, 498.3, 4.4, 53.8, 0.0, 58
6443070, 496.4, 498.3, 4.8, 53.9, 0.0, 58
6448108, 497.2, 499.3, 5.2, 54.1, 0.0, 59
6453142, 498.1, 500.3, 5.5, 54.2, 0.0, 59
6458174, 498.9, 501.3, 5.9, 54.3, 0.0, 60
6463204, 499.8, 502.3, 6.2, 54.4, 0.0, 60
6468225, 500.6, 503.3, 4.2, 54.4, 0.0, 58
6473248, 501.4, 503.3, 4.5, 54.6, 0.0, 59
6478273, 502.5, 504.3, 4.9, 54.6, 0.0, 59
6483296, 503.3, 505.3, 4.9, 54.7, 0.0, 59
6488322, 504.2, 506.3, 5.4, 54.9, 0.0, 60
6493345, 504.9, 507.3, 5.7, 54.9, 0.0, 60
6498371, 505.8, 508.3, 6.0, 55.0, 0.0, 61
6503398, 506.7, 508.3, 3.9, 55.1, 0.0, 59
6508428, 507.5, 509.3, 4.3, 55.2, 0.0, 59
6513455, 508.2, 510.3, 4.7, 55.3, 0.0, 60
6518483, 509.3, 511.3, 5.1, 55.4, 0.0, 60
6523513, 510.1, 512.3, 5.4, 55.5, 0.0, 60
6528540, 510.9, 513.3, 6.1, 55.6, 0.0, 61
6533568, 511.8, 514.3, 3.8, 55.7, 0.0, 59
6538598, 512.5, 514.3, 4.3, 55.8, 0.0, 60
6543625, 513.4, 515.3, 4.8, 55.9, 0.0, 60
6548653, 514.1, 516.3, 5.5, 56.0, 0.0, 61
6553683, 514.9, 517.3, 5.9, 56.1, 0.0, 61
6558713, 515.8, 518.3, 6.4, 56.2, 0.0, 62
6563740, 516.6, 519.3, 4.2, 56.3, 0.0, 60
6568770, 517.3, 519.3, 4.7, 56.4, 0.0, 61
6573795, 518.2, 520.3, 5.3, 56.5, 0.0, 61
6578822, 519.0, 521.3, 5.8, 56.6, 0.0, 62
6583844, 520.0, 522.3, 5.7, 56.7, 0.0, 62
6588867, 520.7, 523.3, 6.3, 56.8, 0.0, 63
6593891, 521.5, 524.3, 6.7, 56.9, 0.0, 63
6598915, 522.3, 524.3, 4.9, 57.0, 0.0, 61
6603939, 523.3, 525.3, 5.0, 57.1, 0.0, 62
6608964, 524.0, 526.3, 5.4, 57.2, 0.0, 62
6613989, 525.0, 527.3, 5.9, 57.3, 0.0, 63
6619012, 525.8, 528.3, 6.0, 57.4, 0.0, 63
6624033, 526.6, 529.3, 6.6, 57.5, 0.0, 64
6629059, 527.4, 529.3, 4.6, 57.6, 0.0, 62
6634080, 528.2, 530.3, 4.8, 57.7, 0.0, 62
6639104, 529.1, 531.3, 5.4, 57.8, 0.0, 63
6644127, 530.1, 532.3, 5.9, 57.9, 0.0, 63
6649148, 530.7, 533.3, 6.2, 58.0, 0.0, 64
6654172, 531.6, 534.3, 4.5, 58.1, 0.0, 62
6659196, 532.4, 534.3, 4.4, 58.2, 0.0, 62
6664220, 533.3, 535.3, 5.0, 58.3, 0.0, 63
6669244, 534.1, 536.3, 5.5, 58.4, 0.0, 63
6674270, 535.0, 537.3, 5.6, 58.5, 0.0, 64
6679294, 535.9, 538.3, 6.1, 58.6, 0.0, 64
6684320, 536.7, 539.3, 6.3, 58.7, 0.0, 65
6689347, 537.5, 539.3, 4.1, 58.8, 0.0, 62
6694374, 538.4, 540.3, 4.5, 58.9, 0.0, 63
6699404, 539.3, 541.3, 5.0, 59.0, 0.0, 63
6704433, 540.2, 542.3, 5.1, 59.1, 0.0, 64
6709463, 541.0, 543.3, 5.3, 59.2, 0.0, 64
6714491, 542.0, 544.3, 5.5, 59.3, 0.0, 64
6719521, 542.9, 545.3, 3.5, 59.4, 0.0, 62
6724551, 543.8, 545.3, 3.7, 59.5, 0.0, 63
6729582, 544.5, 546.3, 4.1, 59.6, 0.0, 63
6734614, 545.4, 547.3, 4.4, 59.6, 0.0, 64
6739647, 546.3, 548.3, 4.7, 59.7, 0.0, 64
6744680, 547.1, 549.3, 5.4, 59.8, 0.0, 65
6749713, 548.0, 550.3, 3.2, 59.9, 0.0, 63
6754743, 548.8, 550.3, 3.5, 60.0, 0.0, 63
6759775, 549.7, 551.3, 4.2, 60.0, 0.0, 64
6764804, 550.6, 552.3, 4.2, 60.1, 0.0, 64
6769833, 551.2, 553.3, 4.8, 60.2, 0.0, 65
6774861, 552.1, 554.3, 5.0, 60.3, 0.0, 65
6779892, 553.0, 555.3, 3.2, 60.4, 0.0, 63
6784921, 553.7, 555.3, 3.8, 60.5, 0.0, 64
6789952, 554.6, 556.3, 4.2, 60.6, 0.0, 64
6794984, 555.5, 557.3, 4.5, 60.6, 0.0, 65
6800016, 556.3, 558.3, 4.8, 60.7, 0.0, 65
6805049, 557.3, 559.3, 5.3, 60.8, 0.0, 66
6810081, 557.9, 560.3, 5.9, 60.9, 0.0, 66
6815111, 558.8, 560.3, 3.8, 61.0, 0.0, 64
6820144, 559.6, 561.3, 4.1, 61.1, 0.0, 65
6825171, 560.4, 562.3, 4.6, 61.2, 0.0, 65
6830197, 561.2, 563.3, 5.0, 61.2, 0.0, 66
6835224, 562.1, 564.3, 5.3, 61.3, 0.0, 66
6840251, 563.0, 565.3, 3.2, 61.4, 0.0, 64
6845280, 563.9, 565.3, 3.5, 61.5, 0.0, 65
6850310, 564.7, 566.3, 4.0, 61.6, 0.0, 65
6855337, 565.5, 567.3, 4.1, 61.7, 0.0, 65
6860365, 566.4, 568.3, 4.5, 61.8, 0.0, 66
6865393, 567.2, 569.3, 5.2, 61.9, 0.0, 67
